-----NEW TEST-------
frequency:    2.694400 Hz
start time    139399 ms
stop time     143110 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
224,250,0,332.35,34.35,298
225,250,0,338.95,45.95,293
226,250,0,345.50,43.50,302
227,250,0,351.98,46.98,305
228,250,0,358.40,52.40,306
229,250,0,364.73,59.73,305
230,250,0,370.98,64.98,306
231,250,0,377.14,68.14,309
232,250,0,383.21,75.21,308
233,250,0,389.16,77.16,312
234,250,0,395.00,81.00,314
235,250,0,400.73,84.73,316
236,250,0,406.33,88.33,318
237,250,0,411.79,90.79,321
238,250,0,417.12,99.12,318
239,250,0,422.30,103.30,319
240,250,0,427.34,103.34,324
241,250,0,432.21,108.21,324
242,250,0,436.93,103.93,333
243,250,0,441.47,110.47,331
244,250,0,445.85,114.85,331
245,250,0,450.04,114.04,336
246,250,0,454.06,119.06,335
247,250,0,457.89,121.89,336
248,250,0,461.52,121.52,340
249,250,0,464.96,124.96,340
250,250,0,468.20,129.20,339
251,250,0,471.24,128.24,343
252,250,0,474.07,129.07,345
253,250,0,476.69,134.69,342
254,250,0,479.10,133.10,346
255,250,0,481.29,137.29,344
256,250,0,483.27,139.27,344
257,250,0,485.02,137.02,348
258,250,0,486.56,138.56,348
259,250,0,487.86,139.86,348
260,250,0,488.94,139.94,349
261,250,0,489.80,138.80,351
262,250,0,490.43,141.43,349
263,250,0,490.82,141.82,349
264,250,0,490.99,135.99,355
265,250,0,490.93,133.93,357
266,250,0,490.64,135.64,355
267,250,0,490.13,129.13,361
268,250,0,489.38,124.38,365
269,250,0,488.40,129.40,359
270,250,0,487.20,126.20,361
271,250,0,485.78,118.78,367
272,250,0,484.13,118.13,366
273,250,0,482.26,115.26,367
274,250,0,480.17,110.17,370
275,250,0,477.86,107.86,370
276,250,0,475.34,103.34,372
277,250,0,472.61,101.61,371
278,250,0,469.67,96.67,373
279,250,0,466.53,92.53,374
280,250,0,463.18,89.18,374
281,250,0,459.64,86.64,373
282,250,0,455.90,79.90,376
283,250,0,451.97,75.97,376
284,250,0,447.86,67.86,380
285,250,0,443.57,64.57,379
286,250,0,439.11,58.11,381
287,250,0,434.47,52.47,382
288,250,0,429.67,46.67,383
289,250,0,424.71,40.71,384
290,250,0,419.60,34.60,385
291,250,0,414.34,29.34,385
292,229,0,408.94,22.94,386
293,154,0,403.40,15.40,388
294,107,0,397.74,10.74,387
295,19,0,391.95,1.95,390
296,0,89,386.05,-8.95,395
297,0,129,380.04,-12.96,393
298,0,220,373.92,-22.08,396
299,0,212,367.71,-21.29,389
300,0,250,361.42,-29.58,391
301,0,250,355.04,-37.96,393
302,0,250,348.59,-41.41,390
303,0,250,342.07,-46.93,389
304,0,250,335.49,-47.51,383
305,0,250,328.87,-51.13,380
306,0,250,322.19,-60.81,383
307,0,250,315.49,-65.51,381
308,0,250,308.75,-72.25,381
309,0,250,302.00,-76.00,378
310,0,250,295.23,-81.77,377
311,0,250,288.46,-85.54,374
312,0,250,281.69,-93.31,375
313,0,250,274.93,-101.07,376
314,0,250,268.19,-101.81,370
315,0,250,261.48,-112.52,374
316,0,250,254.80,-115.20,370
317,0,250,248.16,-119.84,368
318,0,250,241.57,-125.43,367
319,0,250,235.04,-130.96,366
320,0,250,228.57,-137.43,366
321,0,250,222.17,-141.83,364
322,0,250,215.85,-144.15,360
323,0,250,209.62,-149.38,359
324,0,250,203.48,-157.52,361
325,0,250,197.44,-162.56,360
326,0,250,191.51,-164.49,356
327,0,250,185.70,-168.30,354
328,0,250,180.00,-172.00,352
329,0,250,174.43,-178.57,353
330,0,250,169.00,-182.00,351
331,0,250,163.70,-187.30,351
332,0,250,158.55,-189.45,348
333,0,250,153.55,-194.45,348
334,0,250,148.71,-201.29,350
335,0,250,144.04,-201.96,346
336,0,250,139.53,-207.47,347
337,0,250,135.19,-208.81,344
338,0,250,131.04,-213.96,345
339,0,250,127.06,-215.94,343
340,0,250,123.28,-219.72,343
341,0,250,119.69,-224.31,344
342,0,250,116.29,-223.71,340
343,0,250,113.10,-228.90,342
344,0,250,110.10,-227.90,338
345,0,250,107.32,-231.68,339
346,0,250,104.75,-235.25,340
347,0,250,102.39,-233.61,336
348,0,250,100.24,-234.76,335
349,0,250,98.32,-238.68,337
350,0,250,96.61,-239.39,336
351,0,250,95.13,-235.87,331
352,0,250,93.87,-238.13,332
353,0,250,92.84,-236.16,329
354,0,250,92.04,-240.96,333
355,0,250,91.46,-238.54,330
356,0,250,91.12,-240.88,332
357,0,250,91.00,-234.00,325
358,0,250,91.11,-233.89,325
359,0,250,91.45,-230.55,322
360,0,250,92.02,-228.98,321
361,0,250,92.82,-230.18,323
362,0,250,93.85,-225.15,319
363,0,250,95.10,-224.90,320
364,0,250,96.57,-224.43,321
365,0,250,98.27,-217.73,316
366,0,250,100.19,-218.81,319
367,0,250,102.33,-216.67,319
368,0,250,104.68,-211.32,316
369,0,250,107.25,-207.75,315
370,0,250,110.03,-204.97,315
371,0,250,113.02,-200.98,314
372,0,250,116.21,-197.79,314
373,0,250,119.60,-193.40,313
374,0,250,123.19,-185.81,309
375,0,250,126.97,-185.03,312
376,0,250,130.94,-179.06,310
377,0,250,135.09,-173.91,309
378,0,250,139.42,-164.58,304
379,0,250,143.92,-162.08,306
380,0,250,148.59,-156.41,305
381,0,250,153.43,-152.57,306
382,0,250,158.42,-143.58,302
383,0,250,163.57,-139.43,303
384,0,250,168.86,-134.14,303
385,0,250,174.29,-128.71,303
386,0,250,179.86,-121.14,301
387,0,250,185.55,-118.45,304
388,0,250,191.37,-105.63,297
389,0,250,197.30,-104.70,302
390,0,250,203.33,-94.67,298
391,0,250,209.47,-86.53,296
392,0,250,215.70,-85.30,301
393,0,250,222.01,-67.99,290
394,0,250,228.41,-59.59,288
395,0,250,234.88,-53.12,288
396,0,250,241.41,-46.59,288
397,0,250,247.99,-40.01,288
398,0,250,254.63,-33.37,288
399,0,250,261.31,-28.69,290
400,0,189,268.02,-18.98,287
401,0,132,274.76,-13.24,288
402,0,54,281.52,-5.48,287
403,12,0,288.29,1.29,287
404,100,0,295.06,10.06,285
405,158,0,301.83,15.83,286
406,195,0,308.59,19.59,289
407,243,0,315.32,24.32,291
408,250,0,322.03,33.03,289
409,250,0,328.70,42.70,286
410,250,0,335.33,46.33,289
411,250,0,341.90,47.90,294
412,250,0,348.42,49.42,299
413,250,0,354.88,59.88,295
414,250,0,361.26,66.26,295
415,250,0,367.56,67.56,300
416,250,0,373.77,68.77,305
417,250,0,379.88,80.88,299
418,250,0,385.90,79.90,306
419,250,0,391.81,85.81,306
420,250,0,397.60,88.60,309
421,250,0,403.26,91.26,312
422,250,0,408.80,96.80,312
423,250,0,414.21,101.21,313
424,250,0,419.47,106.47,313
425,250,0,424.59,106.59,318
426,250,0,429.55,113.55,316
427,250,0,434.35,113.35,321
428,250,0,438.99,116.99,322
429,250,0,443.46,119.46,324
430,250,0,447.76,122.76,325
431,250,0,451.87,124.87,327
432,250,0,455.80,127.80,328
433,250,0,459.55,122.55,337
434,250,0,463.09,132.09,331
435,250,0,466.45,130.45,336
436,250,0,469.60,132.60,337
437,250,0,472.54,136.54,336
438,250,0,475.28,135.28,340
439,250,0,477.80,135.80,342
440,250,0,480.12,139.12,341
441,250,0,482.21,139.21,343
442,250,0,484.09,138.09,346
443,250,0,485.74,140.74,345
444,250,0,487.17,141.17,346
445,250,0,488.38,141.38,347
446,250,0,489.36,143.36,346
447,250,0,490.11,141.11,349
448,250,0,490.63,141.63,349
449,250,0,490.93,137.93,353
450,250,0,490.99,138.99,352
451,250,0,490.83,135.83,355
452,250,0,490.44,136.44,354
453,250,0,489.82,134.82,355
454,250,0,488.97,131.97,357
455,250,0,487.89,126.89,361
456,250,0,486.59,125.59,361
457,250,0,485.06,120.06,365
458,250,0,483.32,118.32,365
459,250,0,481.35,117.35,364
460,250,0,479.16,109.16,370
461,250,0,476.76,107.76,369
462,250,0,474.14,104.14,370
463,250,0,471.31,99.31,372
464,250,0,468.28,97.28,371
465,250,0,465.05,90.05,375
466,250,0,461.61,86.61,375
467,250,0,457.98,83.98,374
468,250,0,454.16,77.16,377
469,250,0,450.15,71.15,379
470,250,0,445.95,69.95,376
471,250,0,441.58,63.58,378
472,250,0,437.04,59.04,378
473,250,0,432.33,54.33,378
474,250,0,427.46,45.46,382
475,250,0,422.43,36.43,386
476,250,0,417.25,31.25,386
477,250,0,411.93,25.93,386
478,194,0,406.47,19.47,387
479,118,0,400.87,11.87,389
480,61,0,395.15,6.15,389
481,3,0,389.31,0.31,389
482,0,116,383.36,-11.64,395
483,0,167,377.30,-16.70,394
484,0,168,371.14,-16.86,388
485,0,250,364.89,-29.11,394
486,0,250,358.55,-30.45,389
487,0,250,352.14,-41.86,394
488,0,250,345.66,-46.34,392
489,0,250,339.12,-51.88,391
490,0,250,332.52,-55.48,388
491,0,250,325.87,-52.13,378
492,0,250,319.18,-62.82,382
493,0,250,312.46,-69.54,382
494,0,250,305.72,-75.28,381
495,0,250,298.96,-79.04,378
496,0,250,292.19,-84.81,377
497,0,250,285.41,-90.59,376
498,0,250,278.65,-93.35,372
499,0,250,271.90,-99.10,371
500,0,250,265.17,-106.83,372
501,0,250,258.47,-114.53,373
502,0,250,251.81,-118.19,370
503,0,250,245.19,-121.81,367
504,0,250,238.62,-127.38,366
505,0,250,232.12,-130.88,363
506,0,250,225.68,-135.32,361
507,0,250,219.32,-139.68,359
508,0,250,213.04,-145.96,359
509,0,250,206.85,-151.15,358
510,0,250,200.75,-155.25,356
511,0,250,194.76,-158.24,353
512,0,250,188.88,-162.12,351
513,0,250,183.12,-170.88,354
514,0,250,177.48,-171.52,349
515,0,250,171.97,-179.03,351
516,0,250,166.60,-183.40,350
517,0,250,161.36,-187.64,349
518,0,250,156.28,-191.72,348
519,0,250,151.36,-193.64,345
520,0,250,146.59,-198.41,345
521,0,250,141.99,-203.01,345
522,0,250,137.56,-205.44,343
523,0,250,133.30,-207.70,341
524,0,250,129.23,-210.77,340
525,0,250,125.34,-214.66,340
526,0,250,121.64,-219.36,341
527,0,250,118.13,-222.87,341
528,0,250,114.83,-223.17,338
529,0,250,111.72,-228.28,340
530,0,250,108.83,-227.17,336
531,0,250,106.14,-230.86,337
532,0,250,103.66,-227.34,331
533,0,250,101.39,-231.61,333
534,0,250,99.35,-232.65,332
535,0,250,97.52,-235.48,333
536,0,250,95.92,-237.08,333
537,0,250,94.54,-231.46,326
538,0,250,93.38,-232.62,326
539,0,250,92.45,-230.55,323
540,0,250,91.75,-232.25,324
541,0,250,91.28,-230.72,322
542,0,250,91.04,-226.96,318
543,0,250,91.02,-228.98,320
544,0,250,91.24,-227.76,319
545,0,250,91.68,-224.32,316
546,0,250,92.35,-225.65,318
547,0,250,93.25,-222.75,316
548,0,250,94.38,-220.62,315
549,0,250,95.73,-218.27,314
550,0,250,97.31,-213.69,311
551,0,250,99.11,-212.89,312
552,0,250,101.13,-208.87,310
553,0,250,103.36,-204.64,308
554,0,250,105.81,-202.19,308
555,0,250,108.48,-199.52,308
556,0,250,111.35,-193.65,305
557,0,250,114.43,-191.57,306
558,0,250,117.71,-186.29,304
559,0,250,121.19,-183.81,305
560,0,250,124.87,-180.13,305
561,0,250,128.73,-175.27,304
562,0,250,132.78,-167.22,300
563,0,250,137.01,-160.99,298
564,0,250,141.42,-156.58,298
565,0,250,146.00,-151.00,297
566,0,250,150.75,-149.25,300
567,0,250,155.66,-142.34,298
568,0,250,160.72,-135.28,296
569,0,250,165.93,-128.07,294
570,0,250,171.29,-116.71,288
571,0,250,176.78,-113.22,290
572,0,250,182.41,-107.59,290
573,0,250,188.15,-103.85,292
574,0,250,194.02,-93.98,288
575,0,250,200.00,-88.00,288
576,0,250,206.08,-82.92,289
577,0,250,212.26,-74.74,287
578,0,250,218.53,-68.47,287
579,0,250,224.88,-60.12,285
580,0,250,231.31,-52.69,284
581,0,250,237.81,-47.19,285
582,0,250,244.36,-38.64,283
583,0,250,250.98,-35.02,286
584,0,250,257.63,-27.37,285
585,0,176,264.33,-17.67,282
586,0,99,271.05,-9.95,281
587,0,51,277.80,-5.20,283
588,35,0,284.57,3.57,281
589,123,0,291.34,12.34,279
590,151,0,298.11,15.11,283
591,178,0,304.87,17.87,287
592,250,0,311.62,29.62,282
593,250,0,318.34,37.34,281
594,250,0,325.03,42.03,283
595,250,0,331.69,47.69,284
596,250,0,338.29,49.29,289
597,250,0,344.85,58.85,286
598,250,0,351.34,62.34,289
599,250,0,357.76,68.76,289
600,250,0,364.10,74.10,290
601,250,0,370.36,78.36,292
602,250,0,376.53,80.53,296
603,250,0,382.60,81.60,301
604,250,0,388.57,85.57,303
605,250,0,394.43,91.43,303
606,250,0,400.16,96.16,304
607,250,0,405.77,97.77,308
608,250,0,411.25,101.25,310
609,250,0,416.59,106.59,310
610,250,0,421.79,107.79,314
611,250,0,426.84,114.84,312
612,250,0,431.73,116.73,315
613,250,0,436.46,121.46,315
614,250,0,441.03,121.03,320
615,250,0,445.42,123.42,322
616,250,0,449.63,128.63,321
617,250,0,453.66,128.66,325
618,250,0,457.51,133.51,324
619,250,0,461.17,135.17,326
620,250,0,464.63,132.63,332
621,250,0,467.89,139.89,328
622,250,0,470.95,134.95,336
623,250,0,473.80,135.80,338
624,250,0,476.44,139.44,337
625,250,0,478.87,138.87,340
626,250,0,481.09,139.09,342
627,250,0,483.08,141.08,342
628,250,0,484.86,143.86,341
629,250,0,486.41,146.41,340
630,250,0,487.74,143.74,344
631,250,0,488.85,144.85,344
632,250,0,489.72,143.72,346
633,250,0,490.37,142.37,348
634,250,0,490.79,140.79,350
635,250,0,490.99,142.99,348
636,250,0,490.95,138.95,352
637,250,0,490.68,138.68,352
638,250,0,490.19,135.19,355
639,250,0,489.46,133.46,356
640,250,0,488.51,131.51,357
641,250,0,487.33,131.33,356
642,250,0,485.93,126.93,359
643,250,0,484.31,124.31,360
644,250,0,482.46,117.46,365
645,250,0,480.39,116.39,364
646,250,0,478.10,112.10,366
647,250,0,475.61,107.61,368
648,250,0,472.89,102.89,370
649,250,0,469.97,98.97,371
650,250,0,466.85,91.85,375
651,250,0,463.52,89.52,374
652,250,0,460.00,86.00,374
653,250,0,456.28,82.28,374
654,250,0,452.37,75.37,377
655,250,0,448.28,69.28,379
656,250,0,444.01,65.01,379
657,250,0,439.56,60.56,379
658,250,0,434.94,55.94,379
659,250,0,430.16,48.16,382
660,250,0,425.22,39.22,386
661,250,0,420.12,38.12,382
662,250,0,414.87,29.87,385
663,214,0,409.49,21.49,388
664,169,0,403.96,16.96,387
665,33,0,398.31,3.31,395
666,45,0,392.54,4.54,388
667,0,103,386.64,-10.36,397
668,0,163,380.64,-16.36,397
669,0,114,374.54,-11.46,386
670,0,246,368.34,-24.66,393
671,0,250,362.05,-30.95,393
672,0,250,355.68,-43.32,399
673,0,250,349.23,-46.77,396
674,0,250,342.72,-48.28,391
675,0,250,336.15,-48.85,385
676,0,250,329.53,-50.47,380
677,0,250,322.86,-57.14,380
678,0,250,316.16,-67.84,384
679,0,250,309.43,-74.57,384
680,0,250,302.68,-75.32,378
681,0,250,295.91,-83.09,379
682,0,250,289.14,-88.86,378
683,0,250,282.37,-93.63,376
684,0,250,275.61,-98.39,374
685,0,250,268.87,-104.13,373
686,0,250,262.15,-107.85,370
687,0,250,255.46,-114.54,370
688,0,250,248.82,-121.18,370
689,0,250,242.23,-123.77,366
690,0,250,235.69,-133.31,369
691,0,250,229.21,-137.79,367
692,0,250,222.81,-143.19,366
693,0,250,216.48,-145.52,362
694,0,250,210.24,-148.76,359
695,0,250,204.09,-153.91,358
696,0,250,198.04,-156.96,355
697,0,250,192.10,-163.90,356
698,0,250,186.27,-165.73,352
699,0,250,180.56,-169.44,350
700,0,250,174.98,-176.02,351
701,0,250,169.53,-179.47,349
702,0,250,164.22,-185.78,350
703,0,250,159.06,-190.94,350
704,0,250,154.05,-194.95,349
705,0,250,149.19,-195.81,345
706,0,250,144.50,-201.50,346
707,0,250,139.97,-205.03,345
708,0,250,135.62,-207.38,343
709,0,250,131.44,-210.56,342
710,0,250,127.45,-213.55,341
711,0,250,123.65,-216.35,340
712,0,250,120.04,-221.96,342
713,0,250,116.62,-224.38,341
714,0,250,113.41,-224.59,338
715,0,250,110.39,-227.61,338
716,0,250,107.59,-230.41,338
717,0,250,104.99,-230.01,335
718,0,250,102.61,-232.39,335
719,0,250,100.45,-228.55,329
720,0,250,98.50,-228.50,327
721,0,250,96.77,-236.23,333
722,0,250,95.27,-233.73,329
723,0,250,93.99,-231.01,325
724,0,250,92.94,-231.06,324
725,0,250,92.11,-232.89,325
726,0,250,91.51,-227.49,319
727,0,250,91.14,-229.86,321
728,0,250,91.00,-228.00,319
729,0,250,91.09,-225.91,317
730,0,250,91.41,-227.59,319
731,0,250,91.96,-223.04,315
732,0,250,92.73,-221.27,314
733,0,250,93.73,-220.27,314
734,0,250,94.96,-220.04,315
735,0,250,96.41,-215.59,312
736,0,250,98.09,-214.91,313
737,0,250,99.99,-209.01,309
738,0,250,102.11,-209.89,312
739,0,250,104.44,-203.56,308
740,0,250,106.99,-203.01,310
741,0,250,109.74,-198.26,308
742,0,250,112.71,-191.29,304
743,0,250,115.88,-184.12,300
744,0,250,119.25,-185.75,305
745,0,250,122.82,-182.18,305
746,0,250,126.58,-178.42,305
747,0,250,130.53,-168.47,299
748,0,250,134.66,-160.34,295
749,0,250,138.98,-157.02,296
750,0,250,143.46,-151.54,295
751,0,250,148.12,-142.88,291
752,0,250,152.94,-142.06,295
753,0,250,157.92,-134.08,292
754,0,250,163.05,-127.95,291
755,0,250,168.33,-122.67,291
756,0,250,173.74,-117.26,291
757,0,250,179.30,-110.70,290
758,0,250,184.98,-104.02,289
759,0,250,190.78,-99.22,290
760,0,250,196.70,-90.30,287
761,0,250,202.72,-83.28,286
762,0,250,208.85,-78.15,287
763,0,250,215.07,-69.93,285
764,0,250,221.38,-61.62,283
765,0,250,227.77,-57.23,285
766,0,250,234.23,-49.77,284
767,0,250,240.75,-39.25,280
768,0,250,247.33,-35.67,283
769,0,250,253.97,-26.03,280
770,0,173,260.64,-17.36,278
771,0,136,267.35,-13.65,281
772,0,59,274.09,-5.91,280
773,8,0,280.85,0.85,280
774,116,0,287.61,11.61,276
775,173,0,294.39,17.39,277
776,221,0,301.15,22.15,279
777,250,0,307.91,25.91,282
778,250,0,314.65,35.65,279
779,250,0,321.36,42.36,279
780,250,0,328.03,49.03,279
781,250,0,334.67,49.67,285
782,250,0,341.25,55.25,286
783,250,0,347.77,62.77,285
784,250,0,354.23,69.23,285
785,250,0,360.62,71.62,289
786,250,0,366.93,77.93,289
787,250,0,373.15,85.15,288
788,250,0,379.28,89.28,290
789,250,0,385.30,91.30,294
790,250,0,391.22,92.22,299
791,250,0,397.02,97.02,300
792,250,0,402.70,98.70,304
793,250,0,408.26,106.26,302
794,250,0,413.67,108.67,305
795,250,0,418.95,109.95,309
796,250,0,424.08,115.08,309
797,250,0,429.06,118.06,311
798,250,0,433.88,120.88,313
799,250,0,438.54,124.54,314
800,250,0,443.02,128.02,315
801,250,0,447.34,129.34,318
802,250,0,451.47,134.47,317
803,250,0,455.42,135.42,320
804,250,0,459.18,140.18,319
805,250,0,462.75,142.75,320
806,250,0,466.12,143.12,323
807,250,0,469.29,141.29,328
808,250,0,472.26,145.26,327
809,250,0,475.01,146.01,329
810,250,0,477.56,142.56,335
811,250,0,479.89,144.89,335
812,250,0,482.01,145.01,337
813,250,0,483.91,145.91,338
814,250,0,485.59,145.59,340
815,250,0,487.04,145.04,342
816,250,0,488.27,145.27,343
817,250,0,489.27,146.27,343
818,250,0,490.04,149.04,341
819,250,0,490.59,144.59,346
820,250,0,490.91,144.91,346
821,250,0,491.00,141.00,350
822,250,0,490.86,142.86,348
823,250,0,490.49,142.49,348
824,250,0,489.89,139.89,350
825,250,0,489.06,140.06,349
826,250,0,488.01,133.01,355
827,250,0,486.73,131.73,355
828,250,0,485.23,129.23,356
829,250,0,483.50,128.50,355
830,250,0,481.55,124.55,357
831,250,0,479.39,117.39,362
832,250,0,477.01,117.01,360
833,250,0,474.41,107.41,367
834,250,0,471.61,110.61,361
835,250,0,468.59,98.59,370
836,250,0,465.38,94.38,371
837,250,0,461.96,90.96,371
838,250,0,458.35,84.35,374
839,250,0,454.55,80.55,374
840,250,0,450.56,77.56,373
841,250,0,446.38,71.38,375
842,250,0,442.03,65.03,377
843,250,0,437.50,60.50,377
844,250,0,432.81,52.81,380
845,250,0,427.95,47.95,380
846,250,0,422.94,40.94,382
